AID	Panel ID	SID	CID	Activity	AC Value (micromolar)	AC Name	BioAssay Name	Protein Accession	Target Name	Outcome Method	PubMed ID	GeneID	Target Count (active)	Target Count (tested)
568286	0	124964779	52918052	Active	36	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	3
568286	0	124964780	53320957	Unspecified	87	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	3
568286	0	124967479	53322284	Unspecified	153	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	3
568286	0	124969350	53323252	Active	29	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	5
568286	0	124959553	53318297	Unspecified	83	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124959467	53318256	Unspecified	141	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124959466	53318255	Active	45	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	1
568286	0	124959468	24742062	Unspecified	94	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	3
568286	0	124959609	53318332	Inactive		IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124959608	53318331	Active	43	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	2
568286	0	124956906	53317021	Unspecified	96	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124956946	53317048	Active	37	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	2
568286	0	124956828	53316976	Active	37	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	2
568286	0	103579834	676159	Unspecified	100	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	2	4
568286	0	124975348	46913822	Active	24.6	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	3
568286	0	124975349	53326217	Inactive		IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	3
568286	0	124975266	53326170	Inactive		IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	3
568286	0	124975393	53326252	Unspecified	139	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124972743	852498	Unspecified	65	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	3
568286	0	124972744	53324927	Inactive		IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124972745	53324928	Unspecified	58	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124972746	53324929	Active	49	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	3
568286	0	124972783	53324956	Unspecified	63	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	0	2
568286	0	124970212	53323675	Active	13.1	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	2
568286	0	124971254	53324267	Active	26.2	IC50	Inhibition of human IDO activity by spectrophotometry	P14902		Confirmatory	21269836	3620	1	2
568287	0	124967415	52918053	Unspecified			Inhibition of human IDO activity at 100 uM by spectrophotometry	P14902		Literature	21269836	3620	0	2
604720	0	124972743	852498	Active			Uncompetitive inhibition of histidine-tagged human recombinant IDO expressed in Escherichia coli using L-Trptophan as substrate assessed as hypochromic effect by UV analysis	P14902		Literature	21419531	3620	1	3
604721	0	124972743	852498	Unspecified			Inhibition of histidine-tagged human recombinant IDO expressed in bacterial strain BL21 AI using L-Trptophan as substrate measured at 490 nm wavelength at 100 uM after 6 min by colorimetric assay	P14902		Literature	21419531	3620	1	3
604721	0	134440417	781670	Unspecified			Inhibition of histidine-tagged human recombinant IDO expressed in bacterial strain BL21 AI using L-Trptophan as substrate measured at 490 nm wavelength at 100 uM after 6 min by colorimetric assay	P14902		Literature	21419531	3620	0	1
604722	0	124972743	852498	Unspecified	190	Ki	Uncompetitive inhibition of histidine-tagged human recombinant IDO expressed in bacterial strain BL21 AI using L-Trptophan as substrate measured at 490 nm wavelength after 6 min by colorimetric assay	P14902		Confirmatory	21419531	3620	1	3
604723	0	103579834	676159	Active		IC50	Competitive inhibition of histidine-tagged human recombinant IDO expressed in bacterial strain BL21 AI using L-Trptophan as substrate measured at 490 nm wavelength after 6 min by colorimetric assay	P14902		Confirmatory	21419531	3620	2	4
604723	0	134444243	56666431	Unspecified	92	IC50	Competitive inhibition of histidine-tagged human recombinant IDO expressed in bacterial strain BL21 AI using L-Trptophan as substrate measured at 490 nm wavelength after 6 min by colorimetric assay	P14902		Confirmatory	21419531	3620	0	3
625725	0	103621381	98112	Unspecified	328	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	1	2
625725	0	103469190	594397	Inactive		IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	2	3
625725	0	103469191	137153	Unspecified	143	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	3	5
625725	0	103469199	9877511	Unspecified	1028	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	3	5
625725	0	103469221	6419341	Unspecified	1256	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	1	2
625725	0	103469252	601577	Unspecified	817	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	1	2
625725	0	103469260	9833992	Unspecified	708	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	2	5
625725	0	103296350	7220	Unspecified	2570	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	4	285
625725	0	136922278	2825091	Unspecified	2000	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136926978	766141	Inactive		IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	1	416
625725	0	136925553	9964258	Unspecified	86	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	2	4
625725	0	136928775	12240982	Unspecified	533	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136935447	46834223	Unspecified	1371	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136938590	51345776	Inactive		IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136931981	9920916	Unspecified	148	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	2	4
625725	0	136941772	600260	Unspecified	6000	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136941773	11229458	Inactive		IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136941774	18506325	Unspecified	1028	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136944953	9877471	Unspecified	580	IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	2	4
625725	0	136944954	57403236	Inactive		IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	0	1
625725	0	136930127	75771	Inactive		IC50	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	P14902		Confirmatory	21925773	3620	1	442
625726	0	136931981	9920916	Active			Reversal inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate by Dixon plot analysis	P14902		Literature	21925773	3620	2	4
625726	0	136925553	9964258	Active			Reversal inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate by Dixon plot analysis	P14902		Literature	21925773	3620	2	4
625726	0	103469191	137153	Active			Reversal inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate by Dixon plot analysis	P14902		Literature	21925773	3620	3	5
625727	0	103469191	137153	Active	22.5	Ki	Uncompetitive inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate by Dixon plot analysis	P14902		Confirmatory	21925773	3620	3	5
625727	0	136925553	9964258	Active	14.5	Ki	Uncompetitive inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate by Dixon plot analysis	P14902		Confirmatory	21925773	3620	2	4
625727	0	136931981	9920916	Active	18	Ki	Uncompetitive inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate by Dixon plot analysis	P14902		Confirmatory	21925773	3620	2	4
625728	0	136931981	9920916	Active	31.6	IC50	Inhibition of indoleamine-2,3-dioxygenase in human HEK293 cells assessed as N-formylkynurenine level after 5 hrs by spectrophotometric analysis	P14902		Confirmatory	21925773	3620	2	4
625728	0	136925553	9964258	Active	19.3	IC50	Inhibition of indoleamine-2,3-dioxygenase in human HEK293 cells assessed as N-formylkynurenine level after 5 hrs by spectrophotometric analysis	P14902		Confirmatory	21925773	3620	2	4
625728	0	103469191	137153	Unspecified	251.2	IC50	Inhibition of indoleamine-2,3-dioxygenase in human HEK293 cells assessed as N-formylkynurenine level after 5 hrs by spectrophotometric analysis	P14902		Confirmatory	21925773	3620	3	5
625731	0	136925553	9964258	Unspecified			Ratio of IC50 for human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 to IC50 for indoleamine-2,3-dioxygenase in human HEK293 cells	P14902		Literature	21925773	3620	2	4
625731	0	136931981	9920916	Unspecified			Ratio of IC50 for human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 to IC50 for indoleamine-2,3-dioxygenase in human HEK293 cells	P14902		Literature	21925773	3620	2	4
629467	0	136925597	56933768	Unspecified			Inhibition of human IDO using L-tryptophan as substrate at 25 uM by colorimetric method	P14902		Literature	22018876	3620	1	3
629467	0	136927705	56649563	Unspecified			Inhibition of human IDO using L-tryptophan as substrate at 25 uM by colorimetric method	P14902		Literature	22018876	3620	1	3
629467	0	136921116	56933767	Unspecified			Inhibition of human IDO using L-tryptophan as substrate at 25 uM by colorimetric method	P14902		Literature	22018876	3620	0	3
629467	0	103415924	10314028	Unspecified			Inhibition of human IDO using L-tryptophan as substrate at 25 uM by colorimetric method	P14902		Literature	22018876	3620	1	5
629467	0	103490523	11515943	Inactive			Inhibition of human IDO using L-tryptophan as substrate at 25 uM by colorimetric method	P14902		Literature	22018876	3620	0	3
629467	0	136934365	56933766	Inactive			Inhibition of human IDO using L-tryptophan as substrate at 25 uM by colorimetric method	P14902		Literature	22018876	3620	0	3
638469	0	103592521	127161	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	14
638469	0	103190212	736519	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	1
638469	0	136930142	2801752	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	3	413
638469	0	136928008	5375159	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	9
638469	0	136921468	2809781	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	15
638469	0	136924750	9580370	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	3
638469	0	136939973	658687	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	5	518
638469	0	136941021	2809924	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	1
638469	0	136941022	2729713	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	15
638469	0	136944259	7176605	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	1
638469	0	136944260	5937842	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	9
638469	0	136937792	9583109	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	11
638469	0	136937793	354902	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	1
638469	0	136937791	5712754	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	1	1
638469	0	136936820	68478	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	4	462
638469	0	136934704	2804370	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	3
638469	0	136934705	2825694	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	21
638469	0	136931263	9584160	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 200 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	0	1
638470	0	136944257	22244	Active	15	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by spectrophotometric analysis	P14902		Confirmatory	22112538	3620	2	8
638470	0	136944258	10374898	Unspecified	190	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by spectrophotometric analysis	P14902		Confirmatory	22112538	3620	0	1
638470	0	103172839	64961	Unspecified	90	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by spectrophotometric analysis	P14902		Confirmatory	22112538	3620	25	560
638470	0	103386425	12471537	Unspecified	460	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by spectrophotometric analysis	P14902		Confirmatory	22112538	3620	0	2
638470	0	103579834	676159	Active	10	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by spectrophotometric analysis	P14902		Confirmatory	22112538	3620	2	4
638470	0	103518886	7104	Unspecified	1000	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by spectrophotometric analysis	P14902		Confirmatory	22112538	3620	5	31
638473	0	136939973	658687	Unspecified	50	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by HPLC analysis	P14902		Confirmatory	22112538	3620	5	518
638474	0	136944260	5937842	Unspecified	50	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by Ehrlich's method	P14902		Confirmatory	22112538	3620	0	9
638474	0	136937791	5712754	Active	20	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by Ehrlich's method	P14902		Confirmatory	22112538	3620	1	1
638474	0	136931263	9584160	Unspecified	60	IC50	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by Ehrlich's method	P14902		Confirmatory	22112538	3620	0	1
638476	0	136944257	22244	Unspecified			Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate at 100 uM by spectrophotometric analysis	P14902		Literature	22112538	3620	2	8
654894	0	103562512	15118768	Unspecified	635	Ki	Competitive inhibition of human indoleamine 2,3-dioxygenase assessed as conversion of N-formylkynurenine to kynurenine after 2 hrs by spectrophotometrical analysis	P14902		Confirmatory	22304006	3620	5	7
685294	0	160707887	66553578	Active	11	IC50	Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate after 60 mins by spectrophotometry	P14902		Confirmatory	22873824	3620	1	1
685294	0	160707888	66553579	Unspecified	53	IC50	Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate after 60 mins by spectrophotometry	P14902		Confirmatory	22873824	3620	0	1
685294	0	160681059	66553577	Active	10	IC50	Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate after 60 mins by spectrophotometry	P14902		Confirmatory	22873824	3620	1	1
685294	0	160691846	66553580	Active	29	IC50	Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate after 60 mins by spectrophotometry	P14902		Confirmatory	22873824	3620	1	1
685295	0	103594899	1292	Inactive			Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate at 200 uM after 60 mins by spectrophotometry	P14902		Literature	22873824	3620	1	335
685295	0	103176078	126	Inactive			Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate at 200 uM after 60 mins by spectrophotometry	P14902		Literature	22873824	3620	4	21
685295	0	103179292	240	Inactive			Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate at 200 uM after 60 mins by spectrophotometry	P14902		Literature	22873824	3620	4	87
685295	0	160697263	328	Inactive			Inhibition of recombinant human IDO expressed in Escherichia coli using L-tryptophan as substrate at 200 uM after 60 mins by spectrophotometry	P14902		Literature	22873824	3620	0	1
687181	0	163316429	19702149	Unspecified	60	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	163313023	9920458	Active	15	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	163337165	9899224	Unspecified	2300	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	0	1
687181	0	103469230	9815283	Unspecified	310	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687181	0	163323341	60156094	Active	7.4	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	134455312	53391942	Inconclusive		IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	3	20
687181	0	163316440	60154727	Unspecified	72	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	0	1
687181	0	136931981	9920916	Active	6.4	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	103469261	9942176	Unspecified	85	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	1	4
687181	0	103469198	9812842	Active	39	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687181	0	163333758	9899225	Active	6	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	103469241	6400901	Active	2	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687181	0	136925553	9964258	Active	32	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	163316430	60156096	Unspecified	1800	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	0	1
687181	0	163313039	60154726	Active	23	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	163326747	60154728	Unspecified	1200	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	0	1
687181	0	163333760	9920462	Unspecified	80	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	103469191	137153	Unspecified	83	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687181	0	163333759	60156093	Active	3.3	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	163330210	11694196	Unspecified	650	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	136944953	9877471	Unspecified	190	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	163323349	60154729	Unspecified	3000	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	0	1
687181	0	103469252	601577	Unspecified	530	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	1	2
687181	0	163326740	11275256	Active	2.8	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	163316441	60154730	Unspecified	3200	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	0	1
687181	0	163323342	60156095	Active	15	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687181	0	103264021	10909696	Unspecified	1800	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	0	2
687181	0	103469190	594397	Unspecified	1000	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	3
687181	0	163319922	60154724	Active	4.3	IC50	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
