AID	Panel ID	SID	CID	Activity	AC Value (micromolar)	AC Name	BioAssay Name	Protein Accession	Target Name	Outcome Method	PubMed ID	GeneID	Target Count (active)	Target Count (tested)
687192	0	163337181	60154723	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
1053471	0	103579834	676159	Active	18.4	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	2	4
1053471	0	194144982	478645	Inconclusive		IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	0	1
1053471	0	164133841	13762869	Active	0.779	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	1
1053471	0	103274177	73549	Active	0.0537	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	26	475
1053471	0	103273712	478572	Active	0.0539	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	1
1053471	0	194172644	76327995	Active	0.185	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	1
1053471	0	103274195	478573	Active	1.8e-05	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	2
1053471	0	103753306	478574	Active	0.023	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	26	361
1053471	0	194172643	76327994	Inconclusive		IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	0	1
1053471	0	194138110	478647	Active	0.0271	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	1
1053471	0	103273979	478577	Inconclusive		IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	0	4
1053471	0	123091071	336270	Active	0.183	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	4
1053471	0	194158814	76320783	Active	0.0243	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	1
1053471	0	194151840	478643	Active	0.466	IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	1	1
1053471	0	194158815	66556723	Inactive		IC50	Inhibition of human IDO1 expressed in HEK293 cells assessed as kynurenine release after 5 hrs by spectrophotometry	P14902		Confirmatory	24099220	3620	0	1
1053475	0	103579834	676159	Unspecified	200	IC50	Inhibition of human IDO1-mediated tryptophan degradation expressed in human tumor cells	P14902		Confirmatory	24099220	3620	2	4
1059424	0	136923600	11988	Unspecified	62.3	IC50	Inhibition of human IDO1 expressed in mouse LLTC cells using L-tryptophan as substrate after 24 hrs	P14902		Confirmatory	24262887	3620	2	10
1059424	0	103589702	7516	Active	1.3	IC50	Inhibition of human IDO1 expressed in mouse LLTC cells using L-tryptophan as substrate after 24 hrs	P14902		Confirmatory	24262887	3620	18	176
1159506	0	160775838		Unspecified			Identification of proteins required for the processing of the EWS-FLI1 nascent transcript			Other		3620		
1159506	0	160775839		Unspecified			Identification of proteins required for the processing of the EWS-FLI1 nascent transcript			Other		3620		
1159506	0	160731137		Unspecified			Identification of proteins required for the processing of the EWS-FLI1 nascent transcript			Other		3620		
1166641	0	312359143	74221589	Active	0.1	IC50	Inhibition of intracellular IDO1 activity in human HeLa cells assessed as L-kynurenine production by Ehrlichs test	P14902		Confirmatory	25264478	3620	1	1
1166641	0	312359148	75203175	Active	0.1	IC50	Inhibition of intracellular IDO1 activity in human HeLa cells assessed as L-kynurenine production by Ehrlichs test	P14902		Confirmatory	25264478	3620	1	1
1166641	0	312359147	75203053	Active	0.1	IC50	Inhibition of intracellular IDO1 activity in human HeLa cells assessed as L-kynurenine production by Ehrlichs test	P14902		Confirmatory	25264478	3620	1	1
1166641	0	312359144	75202661	Active	0.1	IC50	Inhibition of intracellular IDO1 activity in human HeLa cells assessed as L-kynurenine production by Ehrlichs test	P14902		Confirmatory	25264478	3620	1	1
1166641	0	312359145	75202920	Active	1	IC50	Inhibition of intracellular IDO1 activity in human HeLa cells assessed as L-kynurenine production by Ehrlichs test	P14902		Confirmatory	25264478	3620	1	1
1166641	0	312359146	75202926	Active	1	IC50	Inhibition of intracellular IDO1 activity in human HeLa cells assessed as L-kynurenine production by Ehrlichs test	P14902		Confirmatory	25264478	3620	1	1
1180155	0	312347390	118706839	Active	0.181	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347387	118706837	Unspecified	10	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347399	118706847	Active	0.13	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347396	118706844	Active	2.494	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347513	118706947	Active	0.465	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347516	118706950	Active	0.152	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347393	118706841	Active	0.085	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347382	118706833	Active	7.846	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347514	118706948	Active	0.187	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347385	795453	Unspecified	10	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	7
1180155	0	312347388	118706838	Active	1.393	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347517	118706951	Active	0.172	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347508	118706944	Active	0.508	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347511	4638522	Active	0.64	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347402	118706850	Unspecified	10	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347391	8005342	Active	0.609	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347394	118706842	Unspecified	10	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347383	118706834	Active	3.404	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347512	118706946	Active	0.134	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347389	3595344	Active	3.118	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347386	118706836	Active	1.171	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347401	118706849	Active	2.229	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312346843	118706416	Active	0.271	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347510	118706945	Active	0.374	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347398	118706846	Active	0.187	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347384	118706835	Active	0.296	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	242155139	4794706	Active	0.241	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	14	358
1180155	0	312347392	118706840	Active	0.142	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347395	118706843	Active	7.563	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347403	118706851	Active	0.35	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347397	118706845	Active	2.588	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347509	3325609	Active	0.128	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347400	118706848	Active	0.084	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312347515	118706949	Active	0.183	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
1180155	0	312346842	4240303	Unspecified	0.01	EC50	Inhibition of IDO in human HeLa cells after 24 hrs by spectrophotometry	P14902		Confirmatory	24939758	3620	1	1
